"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2023-05-17,"60-69yrs",1805780,0,1776250,1447299,1813493,.9957,.9795,.7981
2023-05-17,"70-79yrs",1216438,0,1200431,1073080,1181151,.9999,.9999,.9085
2023-05-17,"80+",699902,0,690793,634280,674976,.9999,.9999,.9397
2023-05-17,"Adults_18plus",11334010,0,11060750,7427804,12076175,.9385,.9159,.6151
2023-05-17,"Ontario_12plus",12115817,0,11792007,7621415,13038032,.9293,.9044,.5846
2023-05-17,"Ontario_5plus",12619750,0,12180059,7693552,14113455,.8942,.8630,.5451
2023-05-17,"Undisclosed_or_missing",1480,0,408,41,0,.0000,.0000,.0000
2023-05-18,"05-11yrs",503936,0,388067,72151,1075423,.4686,.3609,.0671
2023-05-18,"12-17yrs",781810,0,731258,193625,961857,.8128,.7603,.2013
2023-05-18,"18-29yrs",2176252,0,2090995,971707,2454802,.8865,.8518,.3958
2023-05-18,"30-39yrs",1908781,0,1847467,1009953,2077137,.9189,.8894,.4862
2023-05-18,"40-49yrs",1714091,0,1674787,1034377,1855340,.9239,.9027,.5575
2023-05-18,"50-59yrs",1812783,0,1780025,1257156,2019276,.8977,.8815,.6226
2023-05-18,"60-69yrs",1805735,0,1776203,1447280,1813493,.9957,.9794,.7981
2023-05-18,"70-79yrs",1216396,0,1200384,1073054,1181151,.9999,.9999,.9085
2023-05-18,"80+",699754,0,690646,634157,674976,.9999,.9999,.9395
2023-05-18,"Adults_18plus",11333792,0,11060507,7427684,12076175,.9385,.9159,.6151
2023-05-18,"Ontario_12plus",12115602,0,11791765,7621309,13038032,.9293,.9044,.5845
2023-05-18,"Ontario_5plus",12619538,0,12179832,7693460,14113455,.8941,.8630,.5451
2023-05-18,"Undisclosed_or_missing",1480,0,408,41,0,.0000,.0000,.0000
2023-05-19,"05-11yrs",503942,0,388092,72159,1075423,.4686,.3609,.0671
2023-05-19,"12-17yrs",781815,0,731263,193649,961857,.8128,.7603,.2013
2023-05-19,"18-29yrs",2176264,0,2091001,971734,2454802,.8865,.8518,.3959
2023-05-19,"30-39yrs",1908787,0,1847468,1009965,2077137,.9190,.8894,.4862
2023-05-19,"40-49yrs",1714092,0,1674784,1034391,1855340,.9239,.9027,.5575
2023-05-19,"50-59yrs",1812780,0,1780023,1257161,2019276,.8977,.8815,.6226
2023-05-19,"60-69yrs",1805708,0,1776179,1447268,1813493,.9957,.9794,.7981
2023-05-19,"70-79yrs",1216336,0,1200327,1073014,1181151,.9999,.9999,.9084
2023-05-19,"80+",699609,0,690503,634040,674976,.9999,.9999,.9394
2023-05-19,"Adults_18plus",11333576,0,11060285,7427573,12076175,.9385,.9159,.6151
2023-05-19,"Ontario_12plus",12115391,0,11791548,7621222,13038032,.9292,.9044,.5845
2023-05-19,"Ontario_5plus",12619333,0,12179640,7693381,14113455,.8941,.8630,.5451
2023-05-19,"Undisclosed_or_missing",1480,0,408,41,0,.0000,.0000,.0000
2023-05-20,"05-11yrs",503948,0,388106,72182,1075423,.4686,.3609,.0671
2023-05-20,"12-17yrs",781819,0,731264,193663,961857,.8128,.7603,.2013
2023-05-20,"18-29yrs",2176280,0,2091013,971782,2454802,.8865,.8518,.3959
2023-05-20,"30-39yrs",1908799,0,1847473,1009995,2077137,.9190,.8894,.4862
2023-05-20,"40-49yrs",1714093,0,1674787,1034399,1855340,.9239,.9027,.5575
2023-05-20,"50-59yrs",1812770,0,1780019,1257161,2019276,.8977,.8815,.6226
2023-05-20,"60-69yrs",1805670,0,1776133,1447237,1813493,.9957,.9794,.7980
2023-05-20,"70-79yrs",1216282,0,1200271,1072977,1181151,.9999,.9999,.9084
2023-05-20,"80+",699461,0,690354,633899,674976,.9999,.9999,.9391
2023-05-20,"Adults_18plus",11333355,0,11060050,7427450,12076175,.9385,.9159,.6150
2023-05-20,"Ontario_12plus",12115174,0,11791314,7621113,13038032,.9292,.9044,.5845
2023-05-20,"Ontario_5plus",12619122,0,12179420,7693295,14113455,.8941,.8630,.5451
2023-05-20,"Undisclosed_or_missing",1480,0,408,41,0,.0000,.0000,.0000
2023-05-21,"05-11yrs",503955,0,388133,72208,1075423,.4686,.3609,.0671
2023-05-21,"12-17yrs",781822,0,731266,193676,961857,.8128,.7603,.2014
2023-05-21,"18-29yrs",2176287,0,2091020,971799,2454802,.8865,.8518,.3959
2023-05-21,"30-39yrs",1908803,0,1847475,1010002,2077137,.9190,.8894,.4862
2023-05-21,"40-49yrs",1714092,0,1674789,1034407,1855340,.9239,.9027,.5575
2023-05-21,"50-59yrs",1812764,0,1780014,1257164,2019276,.8977,.8815,.6226
2023-05-21,"60-69yrs",1805645,0,1776101,1447219,1813493,.9957,.9794,.7980
2023-05-21,"70-79yrs",1216230,0,1200219,1072934,1181151,.9999,.9999,.9084
2023-05-21,"80+",699330,0,690224,633779,674976,.9999,.9999,.9390
2023-05-21,"Adults_18plus",11333151,0,11059842,7427304,12076175,.9385,.9158,.6150
2023-05-21,"Ontario_12plus",12114973,0,11791108,7620980,13038032,.9292,.9044,.5845
2023-05-21,"Ontario_5plus",12618928,0,12179241,7693188,14113455,.8941,.8630,.5451
2023-05-21,"Undisclosed_or_missing",1480,0,408,41,0,.0000,.0000,.0000
2023-05-22,"05-11yrs",503956,0,388134,72211,1075423,.4686,.3609,.0671
2023-05-22,"12-17yrs",781823,0,731266,193680,961857,.8128,.7603,.2014
2023-05-22,"18-29yrs",2176287,0,2091014,971805,2454802,.8865,.8518,.3959
2023-05-22,"30-39yrs",1908800,0,1847474,1010005,2077137,.9190,.8894,.4862
2023-05-22,"40-49yrs",1714090,0,1674786,1034407,1855340,.9239,.9027,.5575
2023-05-22,"50-59yrs",1812756,0,1780004,1257163,2019276,.8977,.8815,.6226
2023-05-22,"60-69yrs",1805623,0,1776081,1447204,1813493,.9957,.9794,.7980
2023-05-22,"70-79yrs",1216167,0,1200156,1072879,1181151,.9999,.9999,.9083
2023-05-22,"80+",699191,0,690087,633649,674976,.9999,.9999,.9388
2023-05-22,"Adults_18plus",11332914,0,11059602,7427112,12076175,.9385,.9158,.6150
2023-05-22,"Ontario_12plus",12114737,0,11790868,7620792,13038032,.9292,.9043,.5845
2023-05-22,"Ontario_5plus",12618693,0,12179002,7693003,14113455,.8941,.8629,.5451
2023-05-22,"Undisclosed_or_missing",1480,0,408,41,0,.0000,.0000,.0000
2023-05-23,"05-11yrs",503956,0,388134,72214,1075423,.4686,.3609,.0671
2023-05-23,"12-17yrs",781823,0,731266,193682,961857,.8128,.7603,.2014
2023-05-23,"18-29yrs",2176289,0,2091012,971808,2454802,.8865,.8518,.3959
2023-05-23,"30-39yrs",1908797,0,1847472,1010007,2077137,.9190,.8894,.4862
2023-05-23,"40-49yrs",1714084,0,1674780,1034405,1855340,.9239,.9027,.5575
2023-05-23,"50-59yrs",1812741,0,1779990,1257150,2019276,.8977,.8815,.6226
2023-05-23,"60-69yrs",1805589,0,1776045,1447181,1813493,.9956,.9794,.7980
2023-05-23,"70-79yrs",1216121,0,1200110,1072838,1181151,.9999,.9999,.9083
2023-05-23,"80+",699066,0,689962,633536,674976,.9999,.9999,.9386
2023-05-23,"Adults_18plus",11332687,0,11059371,7426925,12076175,.9384,.9158,.6150
2023-05-23,"Ontario_12plus",12114510,0,11790637,7620607,13038032,.9292,.9043,.5845
2023-05-23,"Ontario_5plus",12618466,0,12178771,7692821,14113455,.8941,.8629,.5451
2023-05-23,"Undisclosed_or_missing",1480,0,408,41,0,.0000,.0000,.0000
2023-05-24,"05-11yrs",503956,0,388143,72227,1075423,.4686,.3609,.0672
2023-05-24,"12-17yrs",781824,0,731268,193689,961857,.8128,.7603,.2014
2023-05-24,"18-29yrs",2176302,0,2091017,971832,2454802,.8865,.8518,.3959
2023-05-24,"30-39yrs",1908802,0,1847481,1010019,2077137,.9190,.8894,.4863
2023-05-24,"40-49yrs",1714081,0,1674782,1034403,1855340,.9239,.9027,.5575
2023-05-24,"50-59yrs",1812736,0,1779981,1257157,2019276,.8977,.8815,.6226
2023-05-24,"60-69yrs",1805553,0,1776019,1447155,1813493,.9956,.9793,.7980
2023-05-24,"70-79yrs",1216071,0,1200064,1072806,1181151,.9999,.9999,.9083
2023-05-24,"80+",698919,0,689815,633400,674976,.9999,.9999,.9384
2023-05-24,"Adults_18plus",11332464,0,11059159,7426772,12076175,.9384,.9158,.6150
2023-05-24,"Ontario_12plus",12114288,0,11790427,7620461,13038032,.9292,.9043,.5845
2023-05-24,"Ontario_5plus",12618244,0,12178570,7692688,14113455,.8941,.8629,.5451
2023-05-24,"Undisclosed_or_missing",1480,0,408,41,0,.0000,.0000,.0000
2023-05-25,"05-11yrs",503962,0,388160,72245,1075423,.4686,.3609,.0672
2023-05-25,"12-17yrs",781829,0,731273,193696,961857,.8128,.7603,.2014
2023-05-25,"18-29yrs",2176311,0,2091029,971864,2454802,.8866,.8518,.3959
2023-05-25,"30-39yrs",1908803,0,1847487,1010040,2077137,.9190,.8894,.4863
2023-05-25,"40-49yrs",1714083,0,1674786,1034426,1855340,.9239,.9027,.5575
2023-05-25,"50-59yrs",1812727,0,1779967,1257156,2019276,.8977,.8815,.6226
2023-05-25,"60-69yrs",1805522,0,1775990,1447143,1813493,.9956,.9793,.7980
2023-05-25,"70-79yrs",1216013,0,1200007,1072764,1181151,.9999,.9999,.9082
2023-05-25,"80+",698780,0,689678,633283,674976,.9999,.9999,.9382
2023-05-25,"Adults_18plus",11332239,0,11058944,7426676,12076175,.9384,.9158,.6150
2023-05-25,"Ontario_12plus",12114068,0,11790217,7620372,13038032,.9291,.9043,.5845
2023-05-25,"Ontario_5plus",12618030,0,12178377,7692617,14113455,.8940,.8629,.5451
2023-05-25,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-05-26,"05-11yrs",503967,0,388169,72249,1075423,.4686,.3609,.0672
2023-05-26,"12-17yrs",781834,0,731277,193700,961857,.8128,.7603,.2014
2023-05-26,"18-29yrs",2176320,0,2091038,971901,2454802,.8866,.8518,.3959
2023-05-26,"30-39yrs",1908808,0,1847489,1010057,2077137,.9190,.8894,.4863
2023-05-26,"40-49yrs",1714080,0,1674784,1034431,1855340,.9239,.9027,.5575
2023-05-26,"50-59yrs",1812715,0,1779957,1257158,2019276,.8977,.8815,.6226
2023-05-26,"60-69yrs",1805498,0,1775967,1447135,1813493,.9956,.9793,.7980
2023-05-26,"70-79yrs",1215970,0,1199967,1072729,1181151,.9999,.9999,.9082
2023-05-26,"80+",698652,0,689549,633175,674976,.9999,.9999,.9381
2023-05-26,"Adults_18plus",11332043,0,11058751,7426586,12076175,.9384,.9157,.6150
2023-05-26,"Ontario_12plus",12113877,0,11790028,7620286,13038032,.9291,.9043,.5845
2023-05-26,"Ontario_5plus",12617844,0,12178197,7692535,14113455,.8940,.8629,.5450
2023-05-26,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-05-27,"05-11yrs",503986,0,388175,72262,1075423,.4686,.3610,.0672
2023-05-27,"12-17yrs",781836,0,731279,193712,961857,.8128,.7603,.2014
2023-05-27,"18-29yrs",2176333,0,2091042,971930,2454802,.8866,.8518,.3959
2023-05-27,"30-39yrs",1908821,0,1847495,1010074,2077137,.9190,.8894,.4863
2023-05-27,"40-49yrs",1714083,0,1674779,1034440,1855340,.9239,.9027,.5575
2023-05-27,"50-59yrs",1812709,0,1779949,1257166,2019276,.8977,.8815,.6226
2023-05-27,"60-69yrs",1805479,0,1775945,1447125,1813493,.9956,.9793,.7980
2023-05-27,"70-79yrs",1215920,0,1199921,1072695,1181151,.9999,.9999,.9082
2023-05-27,"80+",698509,0,689400,633044,674976,.9999,.9999,.9379
2023-05-27,"Adults_18plus",11331854,0,11058531,7426474,12076175,.9384,.9157,.6150
2023-05-27,"Ontario_12plus",12113690,0,11789810,7620186,13038032,.9291,.9043,.5845
2023-05-27,"Ontario_5plus",12617676,0,12177985,7692448,14113455,.8940,.8629,.5450
2023-05-27,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-05-28,"05-11yrs",503992,0,388189,72288,1075423,.4686,.3610,.0672
2023-05-28,"12-17yrs",781836,0,731285,193725,961857,.8128,.7603,.2014
2023-05-28,"18-29yrs",2176342,0,2091045,971950,2454802,.8866,.8518,.3959
2023-05-28,"30-39yrs",1908832,0,1847499,1010090,2077137,.9190,.8894,.4863
2023-05-28,"40-49yrs",1714085,0,1674780,1034447,1855340,.9239,.9027,.5576
2023-05-28,"50-59yrs",1812698,0,1779937,1257165,2019276,.8977,.8815,.6226
2023-05-28,"60-69yrs",1805444,0,1775915,1447104,1813493,.9956,.9793,.7980
2023-05-28,"70-79yrs",1215869,0,1199870,1072649,1181151,.9999,.9999,.9081
2023-05-28,"80+",698393,0,689285,632934,674976,.9999,.9999,.9377
2023-05-28,"Adults_18plus",11331663,0,11058331,7426339,12076175,.9383,.9157,.6150
2023-05-28,"Ontario_12plus",12113499,0,11789616,7620064,13038032,.9291,.9042,.5844
2023-05-28,"Ontario_5plus",12617491,0,12177805,7692352,14113455,.8940,.8629,.5450
2023-05-28,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-05-29,"05-11yrs",503992,0,388192,72295,1075423,.4686,.3610,.0672
2023-05-29,"12-17yrs",781835,0,731284,193730,961857,.8128,.7603,.2014
2023-05-29,"18-29yrs",2176342,0,2091045,971953,2454802,.8866,.8518,.3959
2023-05-29,"30-39yrs",1908825,0,1847493,1010088,2077137,.9190,.8894,.4863
2023-05-29,"40-49yrs",1714079,0,1674775,1034444,1855340,.9239,.9027,.5575
2023-05-29,"50-59yrs",1812688,0,1779926,1257161,2019276,.8977,.8815,.6226
2023-05-29,"60-69yrs",1805418,0,1775889,1447084,1813493,.9955,.9793,.7980
2023-05-29,"70-79yrs",1215823,0,1199822,1072606,1181151,.9999,.9999,.9081
2023-05-29,"80+",698263,0,689156,632810,674976,.9999,.9999,.9375
2023-05-29,"Adults_18plus",11331438,0,11058106,7426146,12076175,.9383,.9157,.6149
2023-05-29,"Ontario_12plus",12113273,0,11789390,7619876,13038032,.9291,.9042,.5844
2023-05-29,"Ontario_5plus",12617265,0,12177582,7692171,14113455,.8940,.8628,.5450
2023-05-29,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-05-30,"05-11yrs",503994,0,388202,72302,1075423,.4686,.3610,.0672
2023-05-30,"12-17yrs",781836,0,731285,193735,961857,.8128,.7603,.2014
2023-05-30,"18-29yrs",2176350,0,2091047,971986,2454802,.8866,.8518,.3960
2023-05-30,"30-39yrs",1908828,0,1847492,1010101,2077137,.9190,.8894,.4863
2023-05-30,"40-49yrs",1714083,0,1674773,1034460,1855340,.9239,.9027,.5576
2023-05-30,"50-59yrs",1812683,0,1779918,1257162,2019276,.8977,.8815,.6226
2023-05-30,"60-69yrs",1805389,0,1775861,1447072,1813493,.9955,.9792,.7979
2023-05-30,"70-79yrs",1215772,0,1199770,1072565,1181151,.9999,.9999,.9081
2023-05-30,"80+",698112,0,689004,632667,674976,.9999,.9999,.9373
2023-05-30,"Adults_18plus",11331217,0,11057865,7426013,12076175,.9383,.9157,.6149
2023-05-30,"Ontario_12plus",12113053,0,11789150,7619748,13038032,.9291,.9042,.5844
2023-05-30,"Ontario_5plus",12617047,0,12177352,7692050,14113455,.8940,.8628,.5450
2023-05-30,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-05-31,"05-11yrs",504010,0,388210,72313,1075423,.4687,.3610,.0672
2023-05-31,"12-17yrs",781838,0,731287,193742,961857,.8128,.7603,.2014
2023-05-31,"18-29yrs",2176359,0,2091062,972013,2454802,.8866,.8518,.3960
2023-05-31,"30-39yrs",1908836,0,1847498,1010114,2077137,.9190,.8894,.4863
2023-05-31,"40-49yrs",1714084,0,1674767,1034469,1855340,.9239,.9027,.5576
2023-05-31,"50-59yrs",1812677,0,1779912,1257169,2019276,.8977,.8815,.6226
2023-05-31,"60-69yrs",1805358,0,1775832,1447057,1813493,.9955,.9792,.7979
2023-05-31,"70-79yrs",1215709,0,1199710,1072530,1181151,.9999,.9999,.9080
2023-05-31,"80+",697965,0,688856,632537,674976,.9999,.9999,.9371
2023-05-31,"Adults_18plus",11330988,0,11057637,7425889,12076175,.9383,.9157,.6149
2023-05-31,"Ontario_12plus",12112826,0,11788924,7619631,13038032,.9290,.9042,.5844
2023-05-31,"Ontario_5plus",12616836,0,12177134,7691944,14113455,.8940,.8628,.5450
2023-05-31,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-01,"05-11yrs",504018,0,388230,72327,1075423,.4687,.3610,.0673
2023-06-01,"12-17yrs",781839,0,731294,193752,961857,.8128,.7603,.2014
2023-06-01,"18-29yrs",2176373,0,2091071,972036,2454802,.8866,.8518,.3960
2023-06-01,"30-39yrs",1908843,0,1847506,1010132,2077137,.9190,.8894,.4863
2023-06-01,"40-49yrs",1714085,0,1674765,1034483,1855340,.9239,.9027,.5576
2023-06-01,"50-59yrs",1812673,0,1779905,1257171,2019276,.8977,.8815,.6226
2023-06-01,"60-69yrs",1805321,0,1775797,1447038,1813493,.9955,.9792,.7979
2023-06-01,"70-79yrs",1215658,0,1199656,1072485,1181151,.9999,.9999,.9080
2023-06-01,"80+",697827,0,688719,632426,674976,.9999,.9999,.9370
2023-06-01,"Adults_18plus",11330780,0,11057419,7425771,12076175,.9383,.9156,.6149
2023-06-01,"Ontario_12plus",12112619,0,11788713,7619523,13038032,.9290,.9042,.5844
2023-06-01,"Ontario_5plus",12616637,0,12176943,7691850,14113455,.8939,.8628,.5450
2023-06-01,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-02,"05-11yrs",504022,0,388237,72342,1075423,.4687,.3610,.0673
2023-06-02,"12-17yrs",781840,0,731295,193763,961857,.8128,.7603,.2014
2023-06-02,"18-29yrs",2176385,0,2091077,972062,2454802,.8866,.8518,.3960
2023-06-02,"30-39yrs",1908847,0,1847510,1010148,2077137,.9190,.8895,.4863
2023-06-02,"40-49yrs",1714085,0,1674763,1034493,1855340,.9239,.9027,.5576
2023-06-02,"50-59yrs",1812665,0,1779894,1257167,2019276,.8977,.8815,.6226
2023-06-02,"60-69yrs",1805291,0,1775764,1447024,1813493,.9955,.9792,.7979
2023-06-02,"70-79yrs",1215603,0,1199607,1072440,1181151,.9999,.9999,.9080
2023-06-02,"80+",697678,0,688569,632293,674976,.9999,.9999,.9368
2023-06-02,"Adults_18plus",11330554,0,11057184,7425627,12076175,.9383,.9156,.6149
2023-06-02,"Ontario_12plus",12112394,0,11788479,7619390,13038032,.9290,.9042,.5844
2023-06-02,"Ontario_5plus",12616416,0,12176716,7691732,14113455,.8939,.8628,.5450
2023-06-02,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-03,"05-11yrs",504025,0,388245,72356,1075423,.4687,.3610,.0673
2023-06-03,"12-17yrs",781844,0,731304,193777,961857,.8128,.7603,.2015
2023-06-03,"18-29yrs",2176391,0,2091085,972088,2454802,.8866,.8518,.3960
2023-06-03,"30-39yrs",1908862,0,1847518,1010172,2077137,.9190,.8895,.4863
2023-06-03,"40-49yrs",1714087,0,1674761,1034499,1855340,.9239,.9027,.5576
2023-06-03,"50-59yrs",1812657,0,1779883,1257169,2019276,.8977,.8814,.6226
2023-06-03,"60-69yrs",1805261,0,1775726,1447000,1813493,.9955,.9792,.7979
2023-06-03,"70-79yrs",1215561,0,1199563,1072408,1181151,.9999,.9999,.9079
2023-06-03,"80+",697515,0,688407,632151,674976,.9999,.9999,.9366
2023-06-03,"Adults_18plus",11330334,0,11056943,7425487,12076175,.9382,.9156,.6149
2023-06-03,"Ontario_12plus",12112178,0,11788247,7619264,13038032,.9290,.9041,.5844
2023-06-03,"Ontario_5plus",12616203,0,12176492,7691620,14113455,.8939,.8628,.5450
2023-06-03,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-04,"05-11yrs",504034,0,388261,72374,1075423,.4687,.3610,.0673
2023-06-04,"12-17yrs",781846,0,731308,193793,961857,.8129,.7603,.2015
2023-06-04,"18-29yrs",2176399,0,2091087,972100,2454802,.8866,.8518,.3960
2023-06-04,"30-39yrs",1908865,0,1847521,1010181,2077137,.9190,.8895,.4863
2023-06-04,"40-49yrs",1714083,0,1674763,1034510,1855340,.9239,.9027,.5576
2023-06-04,"50-59yrs",1812644,0,1779871,1257164,2019276,.8977,.8814,.6226
2023-06-04,"60-69yrs",1805235,0,1775702,1446974,1813493,.9954,.9792,.7979
2023-06-04,"70-79yrs",1215508,0,1199513,1072365,1181151,.9999,.9999,.9079
2023-06-04,"80+",697394,0,688288,632037,674976,.9999,.9999,.9364
2023-06-04,"Adults_18plus",11330128,0,11056745,7425331,12076175,.9382,.9156,.6149
2023-06-04,"Ontario_12plus",12111974,0,11788053,7619124,13038032,.9290,.9041,.5844
2023-06-04,"Ontario_5plus",12616008,0,12176314,7691498,14113455,.8939,.8627,.5450
2023-06-04,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-05,"05-11yrs",504035,0,388261,72374,1075423,.4687,.3610,.0673
2023-06-05,"12-17yrs",781846,0,731308,193795,961857,.8129,.7603,.2015
2023-06-05,"18-29yrs",2176400,0,2091087,972102,2454802,.8866,.8518,.3960
2023-06-05,"30-39yrs",1908862,0,1847517,1010184,2077137,.9190,.8895,.4863
2023-06-05,"40-49yrs",1714077,0,1674755,1034509,1855340,.9239,.9027,.5576
2023-06-05,"50-59yrs",1812632,0,1779858,1257158,2019276,.8977,.8814,.6226
2023-06-05,"60-69yrs",1805198,0,1775669,1446946,1813493,.9954,.9791,.7979
2023-06-05,"70-79yrs",1215458,0,1199462,1072321,1181151,.9999,.9999,.9079
2023-06-05,"80+",697275,0,688170,631926,674976,.9999,.9999,.9362
2023-06-05,"Adults_18plus",11329902,0,11056518,7425146,12076175,.9382,.9156,.6149
2023-06-05,"Ontario_12plus",12111748,0,11787826,7618941,13038032,.9290,.9041,.5844
2023-06-05,"Ontario_5plus",12615783,0,12176087,7691315,14113455,.8939,.8627,.5450
2023-06-05,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-06,"05-11yrs",504037,0,388268,72382,1075423,.4687,.3610,.0673
2023-06-06,"12-17yrs",781848,0,731309,193801,961857,.8129,.7603,.2015
2023-06-06,"18-29yrs",2176402,0,2091091,972119,2454802,.8866,.8518,.3960
2023-06-06,"30-39yrs",1908862,0,1847520,1010193,2077137,.9190,.8895,.4863
2023-06-06,"40-49yrs",1714078,0,1674755,1034511,1855340,.9239,.9027,.5576
2023-06-06,"50-59yrs",1812621,0,1779847,1257159,2019276,.8977,.8814,.6226
2023-06-06,"60-69yrs",1805161,0,1775631,1446925,1813493,.9954,.9791,.7979
2023-06-06,"70-79yrs",1215412,0,1199414,1072286,1181151,.9999,.9999,.9078
2023-06-06,"80+",697131,0,688028,631795,674976,.9999,.9999,.9360
2023-06-06,"Adults_18plus",11329667,0,11056286,7424988,12076175,.9382,.9155,.6148
2023-06-06,"Ontario_12plus",12111515,0,11787595,7618789,13038032,.9289,.9041,.5844
2023-06-06,"Ontario_5plus",12615552,0,12175863,7691171,14113455,.8939,.8627,.5450
2023-06-06,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-07,"05-11yrs",504042,0,388280,72398,1075423,.4687,.3610,.0673
2023-06-07,"12-17yrs",781850,0,731311,193811,961857,.8129,.7603,.2015
2023-06-07,"18-29yrs",2176415,0,2091099,972148,2454802,.8866,.8518,.3960
2023-06-07,"30-39yrs",1908870,0,1847526,1010209,2077137,.9190,.8895,.4863
2023-06-07,"40-49yrs",1714071,0,1674748,1034518,1855340,.9239,.9027,.5576
2023-06-07,"50-59yrs",1812617,0,1779841,1257161,2019276,.8977,.8814,.6226
2023-06-07,"60-69yrs",1805139,0,1775609,1446913,1813493,.9954,.9791,.7979
2023-06-07,"70-79yrs",1215367,0,1199375,1072256,1181151,.9999,.9999,.9078
2023-06-07,"80+",697008,0,687907,631692,674976,.9999,.9999,.9359
2023-06-07,"Adults_18plus",11329487,0,11056105,7424897,12076175,.9382,.9155,.6148
2023-06-07,"Ontario_12plus",12111337,0,11787416,7618708,13038032,.9289,.9041,.5843
2023-06-07,"Ontario_5plus",12615379,0,12175696,7691106,14113455,.8939,.8627,.5449
2023-06-07,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-08,"05-11yrs",504044,0,388290,72413,1075423,.4687,.3611,.0673
2023-06-08,"12-17yrs",781854,0,731315,193825,961857,.8129,.7603,.2015
2023-06-08,"18-29yrs",2176423,0,2091105,972179,2454802,.8866,.8518,.3960
2023-06-08,"30-39yrs",1908879,0,1847533,1010222,2077137,.9190,.8895,.4864
2023-06-08,"40-49yrs",1714064,0,1674744,1034520,1855340,.9239,.9027,.5576
2023-06-08,"50-59yrs",1812614,0,1779836,1257162,2019276,.8977,.8814,.6226
2023-06-08,"60-69yrs",1805121,0,1775590,1446904,1813493,.9954,.9791,.7979
2023-06-08,"70-79yrs",1215329,0,1199332,1072218,1181151,.9999,.9999,.9078
2023-06-08,"80+",696899,0,687801,631602,674976,.9999,.9999,.9357
2023-06-08,"Adults_18plus",11329329,0,11055941,7424807,12076175,.9382,.9155,.6148
2023-06-08,"Ontario_12plus",12111183,0,11787256,7618632,13038032,.9289,.9041,.5843
2023-06-08,"Ontario_5plus",12615227,0,12175546,7691045,14113455,.8938,.8627,.5449
2023-06-08,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-09,"05-11yrs",504050,0,388300,72426,1075423,.4687,.3611,.0673
2023-06-09,"12-17yrs",781858,0,731328,193833,961857,.8129,.7603,.2015
2023-06-09,"18-29yrs",2176425,0,2091113,972203,2454802,.8866,.8518,.3960
2023-06-09,"30-39yrs",1908892,0,1847538,1010239,2077137,.9190,.8895,.4864
2023-06-09,"40-49yrs",1714068,0,1674744,1034526,1855340,.9239,.9027,.5576
2023-06-09,"50-59yrs",1812597,0,1779819,1257166,2019276,.8976,.8814,.6226
2023-06-09,"60-69yrs",1805093,0,1775561,1446887,1813493,.9954,.9791,.7978
2023-06-09,"70-79yrs",1215281,0,1199281,1072183,1181151,.9999,.9999,.9077
2023-06-09,"80+",696786,0,687688,631497,674976,.9999,.9999,.9356
2023-06-09,"Adults_18plus",11329142,0,11055744,7424701,12076175,.9381,.9155,.6148
2023-06-09,"Ontario_12plus",12111000,0,11787072,7618534,13038032,.9289,.9041,.5843
2023-06-09,"Ontario_5plus",12615050,0,12175372,7690960,14113455,.8938,.8627,.5449
2023-06-09,"Undisclosed_or_missing",1480,0,408,42,0,.0000,.0000,.0000
2023-06-10,"05-11yrs",504062,0,388319,72446,1075423,.4687,.3611,.0674
2023-06-10,"12-17yrs",781862,0,731332,193848,961857,.8129,.7603,.2015
2023-06-10,"18-29yrs",2176432,0,2091120,972238,2454802,.8866,.8518,.3961
2023-06-10,"30-39yrs",1908896,0,1847538,1010246,2077137,.9190,.8895,.4864
2023-06-10,"40-49yrs",1714071,0,1674746,1034532,1855340,.9239,.9027,.5576
2023-06-10,"50-59yrs",1812591,0,1779814,1257166,2019276,.8976,.8814,.6226
2023-06-10,"60-69yrs",1805066,0,1775532,1446869,1813493,.9954,.9791,.7978
2023-06-10,"70-79yrs",1215227,0,1199234,1072141,1181151,.9999,.9999,.9077
2023-06-10,"80+",696645,0,687553,631372,674976,.9999,.9999,.9354
2023-06-10,"Adults_18plus",11328928,0,11055537,7424564,12076175,.9381,.9155,.6148
