"Date","PHU ID","PHU name","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2021-07-27,3895,"TORONTO","40-49yrs",314398,273938,,,423307,.7427,.6471,
2021-07-27,4913,"SOUTHWESTERN","40-49yrs",19342,14544,,,25213,.7671,.5768,
2021-07-27,5183,"HURON PERTH","40-49yrs",11610,8793,,,14709,.7893,.5978,
2021-07-27,9999,"UNKNOWN","40-49yrs",532,117,,,0,,,
2021-07-27,2226,"ALGOMA DISTRICT","50-59yrs",12702,10450,,,16446,.7724,.6354,
2021-07-27,2227,"BRANT COUNTY","50-59yrs",17368,14895,,,21321,.8146,.6986,
2021-07-27,2230,"DURHAM REGION","50-59yrs",86702,75579,,,104381,.8306,.7241,
2021-07-27,2233,"GREY BRUCE","50-59yrs",18352,16413,,,24279,.7559,.6760,
2021-07-27,2234,"HALDIMAND-NORFOLK","50-59yrs",12264,10693,,,17361,.7064,.6159,
2021-07-27,2235,"HALIBURTON, KAWARTHA, PINE RIDGE","50-59yrs",22136,18569,,,30845,.7177,.6020,
2021-07-27,2236,"HALTON REGION","50-59yrs",76151,62744,,,85689,.8887,.7322,
2021-07-27,2237,"CITY OF HAMILTON","50-59yrs",64223,55282,,,80704,.7958,.6850,
2021-07-27,2238,"HASTINGS & PRINCE EDWARD COUNTIES","50-59yrs",19057,15402,,,26066,.7311,.5909,
2021-07-27,2240,"CHATHAM-KENT","50-59yrs",11392,9677,,,15450,.7373,.6263,
2021-07-27,2241,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON","50-59yrs",24399,21159,,,29814,.8184,.7097,
2021-07-27,2242,"LAMBTON COUNTY","50-59yrs",13217,11169,,,18136,.7288,.6158,
2021-07-27,2243,"LEEDS, GRENVILLE AND LANARK DISTRICT","50-59yrs",23115,19996,,,28235,.8187,.7082,
2021-07-27,2244,"MIDDLESEX-LONDON","50-59yrs",54880,46334,,,66854,.8209,.6931,
2021-07-27,2246,"NIAGARA REGION","50-59yrs",54976,47028,,,70296,.7821,.6690,
2021-07-27,2247,"NORTH BAY PARRY SOUND DISTRICT","50-59yrs",14951,12861,,,20038,.7461,.6418,
2021-07-27,2249,"NORTHWESTERN","50-59yrs",9176,8158,,,11842,.7749,.6889,
2021-07-27,2251,"CITY OF OTTAWA","50-59yrs",125865,111282,,,139786,.9004,.7961,
2021-07-27,2253,"PEEL REGION","50-59yrs",180492,158374,,,217659,.8292,.7276,
2021-07-27,2255,"PETERBOROUGH COUNTY-CITY","50-59yrs",15171,13079,,,20821,.7286,.6282,
2021-07-27,2256,"PORCUPINE","50-59yrs",9575,8426,,,11988,.7987,.7029,
2021-07-27,2257,"RENFREW COUNTY AND DISTRICT","50-59yrs",11874,10519,,,15489,.7666,.6791,
2021-07-27,2258,"EASTERN ONTARIO","50-59yrs",25187,20580,,,32885,.7659,.6258,
2021-07-27,2260,"SIMCOE MUSKOKA DISTRICT","50-59yrs",70017,57091,,,92219,.7592,.6191,
2021-07-27,2261,"SUDBURY AND DISTRICT","50-59yrs",22927,19653,,,28981,.7911,.6781,
2021-07-27,2262,"THUNDER BAY DISTRICT","50-59yrs",17889,15686,,,20955,.8537,.7486,
2021-07-27,2263,"TIMISKAMING","50-59yrs",3622,3169,,,4828,.7501,.6563,
2021-07-27,2265,"WATERLOO REGION","50-59yrs",64166,54914,,,78016,.8225,.7039,
2021-07-27,2266,"WELLINGTON-DUFFERIN-GUELPH","50-59yrs",36928,31952,,,44023,.8388,.7258,
2021-07-27,2268,"WINDSOR-ESSEX COUNTY","50-59yrs",47755,42254,,,60800,.7854,.6950,
2021-07-27,2270,"YORK REGION","50-59yrs",152760,136583,,,180487,.8464,.7567,
2021-07-27,3895,"TORONTO","50-59yrs",333180,295781,,,394894,.8437,.7490,
2021-07-27,4913,"SOUTHWESTERN","50-59yrs",23773,19312,,,29933,.7942,.6452,
2021-07-27,5183,"HURON PERTH","50-59yrs",15369,12898,,,19413,.7917,.6644,
2021-07-27,9999,"UNKNOWN","50-59yrs",515,126,,,0,,,
